COND,Date/Time,Exact Time [ns]
679.6,2025-05-02 15:50:51.376922,2080130286406
679.8,2025-05-02 15:50:52.377409,2081130772332
679.3,2025-05-02 15:50:53.377861,2082131225535
678.3,2025-05-02 15:50:54.378308,2083131672423
678.0,2025-05-02 15:50:55.378743,2084132107663
679.3,2025-05-02 15:50:56.379185,2085132549496
679.1,2025-05-02 15:50:57.379641,2086133005921
679.4,2025-05-02 15:50:58.380093,2087133456772
679.4,2025-05-02 15:50:59.380534,2088133897920
679.5,2025-05-02 15:51:00.381023,2089134387049
679.8,2025-05-02 15:51:01.381464,2090134828289
679.6,2025-05-02 15:51:02.381906,2091135269992
679.9,2025-05-02 15:51:03.382348,2092135712177
679.5,2025-05-02 15:51:04.382795,2093136159824
679.5,2025-05-02 15:51:05.383240,2094136604509
678.8,2025-05-02 15:51:06.383697,2095137061101
678.6,2025-05-02 15:51:07.384146,2096137510508
678.6,2025-05-02 15:51:08.384588,2097137951174
679.0,2025-05-02 15:51:09.385019,2098138382747
678.9,2025-05-02 15:51:10.385451,2099138814969
679.4,2025-05-02 15:51:11.385887,2100139250635
678.6,2025-05-02 15:51:12.386386,2101139750727
679.1,2025-05-02 15:51:13.386840,2102140204301
678.9,2025-05-02 15:51:14.387279,2103140643244
677.1,2025-05-02 15:51:15.387719,2104141083485
678.4,2025-05-02 15:51:16.388158,2105141521910
678.4,2025-05-02 15:51:17.388599,2106141963224
678.2,2025-05-02 15:51:18.389059,2107142422668
677.2,2025-05-02 15:51:19.389498,2108142861630
678.7,2025-05-02 15:51:20.389965,2109143329408
679.0,2025-05-02 15:51:21.390397,2110143761999
677.8,2025-05-02 15:51:22.390854,2111144217740
678.3,2025-05-02 15:51:23.391298,2112144660628
678.2,2025-05-02 15:51:24.391743,2113145107387
677.5,2025-05-02 15:51:25.392175,2114145538497
677.3,2025-05-02 15:51:26.392608,2115145972978
676.9,2025-05-02 15:51:27.393049,2116146413311
679.0,2025-05-02 15:51:28.393480,2117146844569
680.2,2025-05-02 15:51:29.394008,2118147372476
679.1,2025-05-02 15:51:30.394446,2119147810290
678.2,2025-05-02 15:51:31.394909,2120148303105
678.8,2025-05-02 15:51:32.395373,2121148735993
678.6,2025-05-02 15:51:33.395800,2122149165270
679.1,2025-05-02 15:51:34.396300,2123149664195
678.5,2025-05-02 15:51:35.396731,2124150095324
678.7,2025-05-02 15:51:36.397170,2125150534065
678.9,2025-05-02 15:51:37.397636,2126151001694
678.8,2025-05-02 15:51:38.398084,2127151449267
679.1,2025-05-02 15:51:39.398570,2128151934674
679.2,2025-05-02 15:51:40.399027,2129152390859
679.6,2025-05-02 15:51:41.399455,2130152819988
679.0,2025-05-02 15:51:42.399887,2131153251246
678.9,2025-05-02 15:51:43.400374,2132153738135
679.7,2025-05-02 15:51:44.400873,2133154237578
679.8,2025-05-02 15:51:45.401311,2134154674985
679.2,2025-05-02 15:51:46.401753,2135155118077
680.0,2025-05-02 15:51:47.402182,2136155546614
679.1,2025-05-02 15:51:48.402615,2137155980095
676.9,2025-05-02 15:51:49.403125,2138156488298
679.5,2025-05-02 15:51:50.403563,2139156926704
679.3,2025-05-02 15:51:51.404054,2140157419333
679.8,2025-05-02 15:51:52.404504,2141157868833
677.7,2025-05-02 15:51:53.404935,2142158299092
679.0,2025-05-02 15:51:54.405409,2143158773109
678.4,2025-05-02 15:51:55.405843,2144159206183
678.1,2025-05-02 15:51:56.406279,2145159644590
679.1,2025-05-02 15:51:57.406737,2146160101904
679.3,2025-05-02 15:51:58.407181,2147160544792
678.5,2025-05-02 15:51:59.407678,2148161043384
679.0,2025-05-02 15:52:00.408109,2149161473310
678.1,2025-05-02 15:52:01.408553,2150161916605
678.7,2025-05-02 15:52:02.409030,2151162394086
678.5,2025-05-02 15:52:03.409464,2152162828604
679.4,2025-05-02 15:52:04.409962,2153163326789
678.2,2025-05-02 15:52:05.410393,2154163758325
677.7,2025-05-02 15:52:06.410842,2155164205565
679.5,2025-05-02 15:52:07.411277,2156164641305
679.9,2025-05-02 15:52:08.411718,2157165082583
679.7,2025-05-02 15:52:09.412202,2158165566582
678.8,2025-05-02 15:52:10.412639,2159166004859
678.2,2025-05-02 15:52:11.413081,2160166445433
679.1,2025-05-02 15:52:12.413515,2161166878969
672.5,2025-05-02 15:52:13.413952,2162167316357
674.3,2025-05-02 15:52:14.414498,2163167862172
678.3,2025-05-02 15:52:15.414956,2164168319838
677.8,2025-05-02 15:52:16.415387,2165168750819
676.8,2025-05-02 15:52:17.415818,2166169182429
675.5,2025-05-02 15:52:18.416262,2167169626854
679.1,2025-05-02 15:52:19.416749,2168170113650
679.0,2025-05-02 15:52:20.417178,2169170541964
676.6,2025-05-02 15:52:21.417616,2170170981223
670.8,2025-05-02 15:52:22.418090,2171171453722
667.9,2025-05-02 15:52:23.418528,2172171892555
666.2,2025-05-02 15:52:24.419040,2173172404351
672.8,2025-05-02 15:52:25.419478,2174172843109
678.1,2025-05-02 15:52:26.419915,2175173278831
675.0,2025-05-02 15:52:27.420340,2176173704164
673.8,2025-05-02 15:52:28.420767,2177174131941
676.3,2025-05-02 15:52:29.421196,2178174560626
677.2,2025-05-02 15:52:30.421679,2179175043829
679.0,2025-05-02 15:52:31.422106,2180175469902
672.1,2025-05-02 15:52:32.422538,2181175902124
672.5,2025-05-02 15:52:33.422994,2182176358049
676.7,2025-05-02 15:52:34.423473,2183176836993
679.1,2025-05-02 15:52:35.423974,2184177337955
676.1,2025-05-02 15:52:36.424409,2185177772677
677.4,2025-05-02 15:52:37.424840,2186178204862
679.9,2025-05-02 15:52:38.425275,2187178637898
675.3,2025-05-02 15:52:39.425717,2188179081527
674.4,2025-05-02 15:52:40.426216,2189179580119
675.1,2025-05-02 15:52:41.426670,2190180034267
674.4,2025-05-02 15:52:42.427145,2191180509859
676.9,2025-05-02 15:52:43.427582,2192180946691
676.7,2025-05-02 15:52:44.428019,2193181384061
678.0,2025-05-02 15:52:45.428542,2194181906635
672.6,2025-05-02 15:52:46.428985,2195182348449
679.6,2025-05-02 15:52:47.429422,2196182786726
678.3,2025-05-02 15:52:48.429863,2197183226651
674.6,2025-05-02 15:52:49.430294,2198183657780
669.9,2025-05-02 15:52:50.430803,2199184166187
677.7,2025-05-02 15:52:51.431244,2200184608075
680.5,2025-05-02 15:52:52.431676,2201185040149
679.9,2025-05-02 15:52:53.432159,2202185522574
680.1,2025-05-02 15:52:54.432621,2203185985463
679.7,2025-05-02 15:52:55.436247,2204189611536
679.4,2025-05-02 15:52:56.436727,2205190090943
678.8,2025-05-02 15:52:57.437157,2206190522127
677.8,2025-05-02 15:52:58.437591,2207190954349
678.0,2025-05-02 15:52:59.438017,2208191381719
677.9,2025-05-02 15:53:00.438507,2209191870811
677.1,2025-05-02 15:53:01.438955,2210192320218
676.1,2025-05-02 15:53:02.439393,2211192758050
677.0,2025-05-02 15:53:03.439820,2212193184365
677.6,2025-05-02 15:53:04.440248,2213193611864
678.0,2025-05-02 15:53:05.440724,2214194089030
677.3,2025-05-02 15:53:06.441155,2215194519585
678.5,2025-05-02 15:53:07.441593,2216194956621
678.7,2025-05-02 15:53:08.442071,2217195436028
678.5,2025-05-02 15:53:09.442510,2218195874213
679.5,2025-05-02 15:53:10.443023,2219196387601
679.2,2025-05-02 15:53:11.443463,2220196827045
678.7,2025-05-02 15:53:12.443896,2221197260063
679.9,2025-05-02 15:53:13.444328,2222197692766
679.8,2025-05-02 15:53:14.444765,2223198128191
679.0,2025-05-02 15:53:15.445249,2224198614043
680.6,2025-05-02 15:53:16.445729,2225199092894
680.7,2025-05-02 15:53:17.446163,2226199527616
680.9,2025-05-02 15:53:18.446597,2227199960856
681.0,2025-05-02 15:53:19.447039,2228200403577
680.9,2025-05-02 15:53:20.447535,2229200898466
680.9,2025-05-02 15:53:21.447970,2230201333761
680.8,2025-05-02 15:53:22.448399,2231201762427
680.7,2025-05-02 15:53:23.448831,2232202195723
680.8,2025-05-02 15:53:24.449267,2233202630130
679.7,2025-05-02 15:53:25.449757,2234203122000
681.1,2025-05-02 15:53:26.450194,2235203558943
680.6,2025-05-02 15:53:27.450688,2236204053165
680.2,2025-05-02 15:53:28.451130,2237204494202
680.5,2025-05-02 15:53:29.451562,2238204926257
680.6,2025-05-02 15:53:30.452052,2239205416071
680.8,2025-05-02 15:53:31.452489,2240205852607
679.8,2025-05-02 15:53:32.452919,2241206283514
679.9,2025-05-02 15:53:33.453358,2242206722884
679.9,2025-05-02 15:53:34.453793,2243207157550
677.4,2025-05-02 15:53:35.454280,2244207644308
676.2,2025-05-02 15:53:36.454731,2245208095030
675.6,2025-05-02 15:53:37.455165,2246208529270
674.7,2025-05-02 15:53:38.455612,2247208979214
674.3,2025-05-02 15:53:39.456121,2248209485343
673.2,2025-05-02 15:53:40.456607,2249209971120
671.5,2025-05-02 15:53:41.457063,2250210426694
670.2,2025-05-02 15:53:42.457499,2251210863101
667.7,2025-05-02 15:53:43.457934,2252211298378
667.3,2025-05-02 15:53:44.458369,2253211732914
667.0,2025-05-02 15:53:45.458875,2254212239265
663.4,2025-05-02 15:53:46.459311,2255212674580
660.5,2025-05-02 15:53:47.459794,2256213158968
660.4,2025-05-02 15:53:48.460227,2257213591319
658.9,2025-05-02 15:53:49.460657,2258214020596
658.1,2025-05-02 15:53:50.461151,2259214514781
657.3,2025-05-02 15:53:51.461592,2260214955058
656.8,2025-05-02 15:53:52.462025,2261215391039
656.1,2025-05-02 15:53:53.462467,2262215831520
654.7,2025-05-02 15:53:54.462913,2263216277408
654.7,2025-05-02 15:53:55.463403,2264216767593
653.7,2025-05-02 15:53:56.463847,2265217211814
653.0,2025-05-02 15:53:57.464310,2266217674332
652.6,2025-05-02 15:53:58.464784,2267218148221
651.0,2025-05-02 15:53:59.465219,2268218584313
651.4,2025-05-02 15:54:00.465722,2269219085997
650.2,2025-05-02 15:54:01.466166,2270219530274
650.4,2025-05-02 15:54:02.466599,2271219963126
650.9,2025-05-02 15:54:03.467056,2272220420310
650.4,2025-05-02 15:54:04.467495,2273220858699
650.5,2025-05-02 15:54:05.467976,2274221339828
650.1,2025-05-02 15:54:06.468424,2275221787216
649.7,2025-05-02 15:54:07.468863,2276222227123
649.9,2025-05-02 15:54:08.469306,2277222669622
650.5,2025-05-02 15:54:09.469740,2278223103862
650.6,2025-05-02 15:54:10.470276,2279223638862
649.8,2025-05-02 15:54:11.470726,2280224090806
649.6,2025-05-02 15:54:12.471176,2281224540212
648.6,2025-05-02 15:54:13.471616,2282224979730
649.1,2025-05-02 15:54:14.472054,2283225418322
649.6,2025-05-02 15:54:15.472552,2284225916803
649.2,2025-05-02 15:54:16.472991,2285226355377
648.9,2025-05-02 15:54:17.473436,2286226800339
649.6,2025-05-02 15:54:18.473908,2287227272153
649.6,2025-05-02 15:54:19.474343,2288227707264
648.8,2025-05-02 15:54:20.474885,2289228248856
649.9,2025-05-02 15:54:21.475378,2290228741540
649.6,2025-05-02 15:54:22.475807,2291229171558
649.6,2025-05-02 15:54:23.476246,2292229610539
648.9,2025-05-02 15:54:24.476693,2293230057168
649.2,2025-05-02 15:54:25.477184,2294230547816
648.9,2025-05-02 15:54:26.477628,2295230992000
649.4,2025-05-02 15:54:27.478068,2296231433018
648.8,2025-05-02 15:54:28.478509,2297231871814
648.8,2025-05-02 15:54:29.479020,2298232384239
648.3,2025-05-02 15:54:30.479507,2299232870405
647.6,2025-05-02 15:54:31.479947,2300233311201
648.5,2025-05-02 15:54:32.480385,2301233749108
647.7,2025-05-02 15:54:33.480842,2302234206033
648.2,2025-05-02 15:54:34.481299,2303234663366
647.7,2025-05-02 15:54:35.481789,2304235153513
647.8,2025-05-02 15:54:36.482235,2305235600235
648.1,2025-05-02 15:54:37.482685,2306236048660
646.9,2025-05-02 15:54:38.483128,2307236491623
648.2,2025-05-02 15:54:39.483573,2308236936418
648.3,2025-05-02 15:54:40.484105,2309237468936
648.2,2025-05-02 15:54:41.484544,2310237907806
647.4,2025-05-02 15:54:42.484979,2311238343194
647.9,2025-05-02 15:54:43.485426,2312238790435
647.6,2025-05-02 15:54:44.485865,2313239228360
647.7,2025-05-02 15:54:45.486347,2314239711174
647.3,2025-05-02 15:54:46.486798,2315240162359
647.4,2025-05-02 15:54:47.487234,2316240598117
646.5,2025-05-02 15:54:48.487676,2317241039987
647.2,2025-05-02 15:54:49.488116,2318241480987
647.1,2025-05-02 15:54:50.488612,2319241975782
647.1,2025-05-02 15:54:51.489051,2320242459782
647.0,2025-05-02 15:54:52.489538,2321242902633
647.5,2025-05-02 15:54:53.489990,2322243353077
648.0,2025-05-02 15:54:54.490420,2323243784076
647.8,2025-05-02 15:54:55.490919,2324244282964
647.2,2025-05-02 15:54:56.491354,2325244719464
648.2,2025-05-02 15:54:57.491800,2326245164426
650.2,2025-05-02 15:54:58.492242,2327245606574
650.4,2025-05-02 15:54:59.492669,2328246033869
650.0,2025-05-02 15:55:00.493164,2329246526999
650.5,2025-05-02 15:55:01.493602,2330246965720
650.7,2025-05-02 15:55:02.494048,2331247412071
650.3,2025-05-02 15:55:03.494536,2332247900719
651.9,2025-05-02 15:55:04.494997,2333248361644
652.0,2025-05-02 15:55:05.495488,2334248852199
652.0,2025-05-02 15:55:06.495919,2335249282384
652.9,2025-05-02 15:55:07.496362,2336249725754
652.9,2025-05-02 15:55:08.496802,2337250165383
652.3,2025-05-02 15:55:09.497235,2338250599401
652.0,2025-05-02 15:55:10.497699,2339251064474
652.9,2025-05-02 15:55:11.498203,2340251567399
653.1,2025-05-02 15:55:12.498663,2341252026565
652.9,2025-05-02 15:55:13.499095,2342252459732
652.5,2025-05-02 15:55:14.499559,2343252924101
653.3,2025-05-02 15:55:15.500072,2344253435860
652.8,2025-05-02 15:55:16.500513,2345253876619
653.8,2025-05-02 15:55:17.500948,2346254311562
654.1,2025-05-02 15:55:18.501386,2347254751303
653.9,2025-05-02 15:55:19.501837,2348255202376
654.0,2025-05-02 15:55:20.502329,2349255693727
654.0,2025-05-02 15:55:21.502773,2350256137282
654.1,2025-05-02 15:55:22.503261,2351256624245
653.7,2025-05-02 15:55:23.503711,2352257074651
652.8,2025-05-02 15:55:24.504153,2353257517373
653.0,2025-05-02 15:55:25.504650,2354258014910
654.0,2025-05-02 15:55:26.505088,2355258452002
653.3,2025-05-02 15:55:27.505524,2356258889334
653.6,2025-05-02 15:55:28.505969,2357259332723
655.0,2025-05-02 15:55:29.506402,2358259766315
653.4,2025-05-02 15:55:30.506893,2359260257092
652.8,2025-05-02 15:55:31.507323,2360260687776
653.7,2025-05-02 15:55:32.507769,2361261134350
654.0,2025-05-02 15:55:33.508204,2362261567757
654.1,2025-05-02 15:55:34.508685,2363262049886
653.8,2025-05-02 15:55:35.509180,2364262543978
653.4,2025-05-02 15:55:36.509621,2365262985033
653.9,2025-05-02 15:55:37.510065,2366263428847
655.0,2025-05-02 15:55:38.510492,2367263855846
655.6,2025-05-02 15:55:39.510954,2368264319457
656.2,2025-05-02 15:55:40.511448,2369264811697
657.0,2025-05-02 15:55:41.511881,2370265245252
658.4,2025-05-02 15:55:42.512371,2371265734399
657.4,2025-05-02 15:55:43.512808,2372266171954
657.7,2025-05-02 15:55:44.513250,2373266614324
658.8,2025-05-02 15:55:45.513803,2374267167435
660.1,2025-05-02 15:55:46.514247,2375267610230
662.8,2025-05-02 15:55:47.514712,2376268076730
666.2,2025-05-02 15:55:48.515165,2377268529637
664.9,2025-05-02 15:55:49.515596,2378268959636
664.7,2025-05-02 15:55:50.516068,2379269431987
664.7,2025-05-02 15:55:51.516502,2380269865857
667.9,2025-05-02 15:55:52.516948,2381270311912
667.8,2025-05-02 15:55:53.517424,2382270787504
667.5,2025-05-02 15:55:54.517862,2383271226374
662.6,2025-05-02 15:55:55.518356,2384271720410
664.0,2025-05-02 15:55:56.518788,2385272152743
665.5,2025-05-02 15:55:57.519233,2386272597353
666.0,2025-05-02 15:55:58.519667,2387273030927
664.2,2025-05-02 15:55:59.520107,2388273471704
669.2,2025-05-02 15:56:00.520598,2389273963759
659.4,2025-05-02 15:56:01.521041,2390274405333
671.2,2025-05-02 15:56:02.521483,2391274847406
670.4,2025-05-02 15:56:03.521925,2392275289239
671.0,2025-05-02 15:56:04.522353,2393275716849
673.9,2025-05-02 15:56:05.522903,2394276267108
674.4,2025-05-02 15:56:06.523338,2395276701867
675.3,2025-05-02 15:56:07.523787,2396277150070
673.9,2025-05-02 15:56:08.524228,2397277592384
673.3,2025-05-02 15:56:09.524664,2398278028568
672.6,2025-05-02 15:56:10.525159,2399278522994
671.7,2025-05-02 15:56:11.525605,2400278969327
670.1,2025-05-02 15:56:12.526053,2401279417233
671.2,2025-05-02 15:56:13.526486,2402279850529
670.2,2025-05-02 15:56:14.526955,2403280318843
669.9,2025-05-02 15:56:15.527452,2404280816398
669.6,2025-05-02 15:56:16.527953,2405281317694
669.5,2025-05-02 15:56:17.528394,2406281758786
672.2,2025-05-02 15:56:18.528826,2407282190378
672.8,2025-05-02 15:56:19.529269,2408282633266
670.1,2025-05-02 15:56:20.529765,2409283128988
669.5,2025-05-02 15:56:21.530202,2410283566358
670.4,2025-05-02 15:56:22.530646,2411284023968
672.1,2025-05-02 15:56:23.531111,2412284474838
676.0,2025-05-02 15:56:24.531596,2413284959171
679.0,2025-05-02 15:56:25.532024,2414285389170
678.2,2025-05-02 15:56:26.532468,2415285832207
678.2,2025-05-02 15:56:27.532905,2416286269817
678.8,2025-05-02 15:56:28.533344,2417286707298
679.2,2025-05-02 15:56:29.533842,2418287207353
678.9,2025-05-02 15:56:30.534290,2419287654352
678.3,2025-05-02 15:56:31.534733,2420288097333
677.5,2025-05-02 15:56:32.535170,2421288534166
46.01,2025-05-02 15:56:33.535608,2422288971850
7.75,2025-05-02 15:56:34.536095,2423289458683
8.19,2025-05-02 15:56:35.536570,2424289935294
8.78,2025-05-02 15:56:36.537000,2425290364460
11.85,2025-05-02 15:56:37.537441,2426290805181
12.15,2025-05-02 15:56:38.537887,2427291250366
10.83,2025-05-02 15:56:39.538376,2428291740180
11.86,2025-05-02 15:56:40.538821,2429292185087
12.45,2025-05-02 15:56:41.539255,2430292619957
12.3,2025-05-02 15:56:42.539691,2431293054382
11.72,2025-05-02 15:56:43.540125,2432293488678
11.86,2025-05-02 15:56:44.540595,2433293960103
12.01,2025-05-02 15:56:45.541029,2434294393510
12.3,2025-05-02 15:56:46.541466,2435294830121
12.74,2025-05-02 15:56:47.541961,2436295324713
11.72,2025-05-02 15:56:48.542397,2437295761823
11.72,2025-05-02 15:56:49.542892,2438296256359
12.01,2025-05-02 15:56:50.543335,2439296699600
11.57,2025-05-02 15:56:51.543794,2440297158266
12.45,2025-05-02 15:56:52.544278,2441297642728
13.33,2025-05-02 15:56:53.544791,2442298156709
13.63,2025-05-02 15:56:54.545347,2443298711727
13.77,2025-05-02 15:56:55.545929,2444299295837
14.51,2025-05-02 15:56:56.546446,2445299810244
13.77,2025-05-02 15:56:57.546950,2446300315244
12.89,2025-05-02 15:56:58.547398,2447300762391
12.75,2025-05-02 15:56:59.548761,2448302125594
13.04,2025-05-02 15:57:00.549201,2449302565334
13.04,2025-05-02 15:57:01.549684,2450303048612
12.89,2025-05-02 15:57:02.550129,2451303494518
13.03,2025-05-02 15:57:03.550584,2452303948370
0.0,2025-05-02 15:57:04.551028,2453304392610
0.0,2025-05-02 15:57:05.551453,2454304817813
0.0,2025-05-02 15:57:06.551883,2455305247627
0.0,2025-05-02 15:57:07.552310,2456305674423
0.0,2025-05-02 15:57:08.552746,2457306110570
0.0,2025-05-02 15:57:09.553194,2458306557829
0.0,2025-05-02 15:57:10.553695,2459307061236
0.0,2025-05-02 15:57:11.554206,2460307570532
0.0,2025-05-02 15:57:12.554631,2461307995698
0.0,2025-05-02 15:57:13.555155,2462308518864
0.0,2025-05-02 15:57:14.555587,2463308951696
0.0,2025-05-02 15:57:15.556006,2464309370696
0.0,2025-05-02 15:57:16.556428,2465309792288
0.0,2025-05-02 15:57:17.556844,2466310207843
0.0,2025-05-02 15:57:18.557277,2467310642231
0.0,2025-05-02 15:57:19.557691,2468311055416
0.0,2025-05-02 15:57:20.558127,2469311491100
0.0,2025-05-02 15:57:21.558601,2470311965303
0.0,2025-05-02 15:57:22.559050,2471312414358
0.0,2025-05-02 15:57:23.559482,2472312846098
0.0,2025-05-02 15:57:24.559916,2473313279894
0.0,2025-05-02 15:57:25.560343,2474313707264
0.0,2025-05-02 15:57:26.560779,2475314143374
0.0,2025-05-02 15:57:27.561209,2476314573652
0.0,2025-05-02 15:57:28.561638,2477315002318
0.0,2025-05-02 15:57:29.562078,2478315442354
0.0,2025-05-02 15:57:30.562539,2479315902131
0.0,2025-05-02 15:57:31.562978,2480316342797
0.0,2025-05-02 15:57:32.563405,2481316769408
0.0,2025-05-02 15:57:33.563842,2482317206500
0.0,2025-05-02 15:57:34.564282,2483317645573
0.0,2025-05-02 15:57:35.564716,2484318079591
0.0,2025-05-02 15:57:36.565148,2485318511628
0.0,2025-05-02 15:57:37.565586,2486318949349
0.0,2025-05-02 15:57:38.566023,2487319386756
0.0,2025-05-02 15:57:39.566507,2488319871163
0.0,2025-05-02 15:57:40.566963,2489320327644
0.0,2025-05-02 15:57:41.567432,2490320796069
0.0,2025-05-02 15:57:42.567877,2491321241161
0.0,2025-05-02 15:57:43.568304,2492321668105
0.0,2025-05-02 15:57:44.568817,2493322181216
0.0,2025-05-02 15:57:45.569265,2494322628974
0.0,2025-05-02 15:57:46.569696,2495323060863
0.0,2025-05-02 15:57:47.570138,2496323502566
0.0,2025-05-02 15:57:48.570571,2497323934880
0.0,2025-05-02 15:57:49.571071,2498324435638
0.0,2025-05-02 15:57:50.571581,2499324948619
0.0,2025-05-02 15:57:51.572074,2500325438045
0.0,2025-05-02 15:57:52.572686,2501326055618
0.0,2025-05-02 15:57:53.573241,2502326605562
0.0,2025-05-02 15:57:54.573754,2503327118802
0.0,2025-05-02 15:57:55.574317,2504327683228
0.0,2025-05-02 15:57:56.574796,2505328159782
0.0,2025-05-02 15:57:57.575344,2506328712615
0.0,2025-05-02 15:57:58.575911,2507329276559
0.0,2025-05-02 15:57:59.576499,2508329865818
0.0,2025-05-02 15:58:00.577070,2509330437021
0.0,2025-05-02 15:58:01.577555,2510330920057
0.0,2025-05-02 15:58:02.579205,2511332617483
0.0,2025-05-02 15:58:03.580761,2512334128223
0.0,2025-05-02 15:58:04.581307,2513334672481
0.0,2025-05-02 15:58:05.581781,2514335147666
0.0,2025-05-02 15:58:06.582297,2515335662462
0.0,2025-05-02 15:58:07.582786,2516336151239
0.0,2025-05-02 15:58:08.583253,2517336618794
0.0,2025-05-02 15:58:09.583721,2518337085738
0.0,2025-05-02 15:58:10.584170,2519337535348
0.0,2025-05-02 15:58:11.584640,2520338005181
0.0,2025-05-02 15:58:12.585112,2521338477717
0.0,2025-05-02 15:58:13.585628,2522338993550
0.0,2025-05-02 15:58:14.586109,2523339474235
0.0,2025-05-02 15:58:15.586589,2524339953975
0.0,2025-05-02 15:58:16.587174,2525340540863
0.0,2025-05-02 15:58:17.587697,2526341062640
0.0,2025-05-02 15:58:18.588209,2527341575214
0.0,2025-05-02 15:58:19.588736,2528342144065
0.0,2025-05-02 15:58:20.589274,2529342640990
0.0,2025-05-02 15:58:21.589873,2530343239249
0.0,2025-05-02 15:58:22.590367,2531343730952
0.0,2025-05-02 15:58:23.590838,2532344203896
0.0,2025-05-02 15:58:24.591292,2533344656729
0.0,2025-05-02 15:58:25.591752,2534345116117
0.0,2025-05-02 15:58:26.592212,2535345576450
0.0,2025-05-02 15:58:27.592643,2536346007190
0.0,2025-05-02 15:58:28.593133,2537346497578
0.0,2025-05-02 15:58:29.593596,2538346960892
0.0,2025-05-02 15:58:30.594107,2539347472262
0.0,2025-05-02 15:58:31.594577,2540347942336
0.0,2025-05-02 15:58:32.595143,2541348508280
0.0,2025-05-02 15:58:33.595658,2542349023001
0.0,2025-05-02 15:58:34.596121,2543349485445
0.0,2025-05-02 15:58:35.596579,2544349943463
0.0,2025-05-02 15:58:36.597056,2545350420925
0.0,2025-05-02 15:58:37.597514,2546350878351
0.0,2025-05-02 15:58:38.597969,2547351333498
0.0,2025-05-02 15:58:39.598427,2548351791812
0.0,2025-05-02 15:58:40.598934,2549352298349
0.0,2025-05-02 15:58:41.599410,2550352774348
0.0,2025-05-02 15:58:42.599880,2551353244477
0.0,2025-05-02 15:58:43.600347,2552353712088
0.0,2025-05-02 15:58:44.600915,2553354280402
0.0,2025-05-02 15:58:45.601403,2554354767550
0.0,2025-05-02 15:58:46.601876,2555355241493
0.0,2025-05-02 15:58:47.602341,2556355706215
0.0,2025-05-02 15:58:48.602808,2557356172640
0.0,2025-05-02 15:58:49.603262,2558356626584
0.0,2025-05-02 15:58:50.603761,2559357125824
0.0,2025-05-02 15:58:51.604299,2560357664750
0.0,2025-05-02 15:58:52.604771,2561358136453
0.0,2025-05-02 15:58:53.605243,2562358607748
0.0,2025-05-02 15:58:54.605797,2563359163266
0.0,2025-05-02 15:58:55.606283,2564359647377
0.0,2025-05-02 15:58:56.606778,2565360143821
0.0,2025-05-02 15:58:57.607259,2566360623635
0.0,2025-05-02 15:58:58.607745,2567361110431
0.0,2025-05-02 15:58:59.608220,2568361585300
