PRES,Date/Time,Exact Time [ns]
,2025-05-02 16:05:03.271666,2932025049806
,2025-05-02 16:05:04.273444,2933026807935
,2025-05-02 16:05:05.275116,2934028480231
,2025-05-02 16:05:06.276738,2935030100304
,2025-05-02 16:05:07.279098,2936032461266
,2025-05-02 16:05:08.281767,2937035132858
,2025-05-02 16:05:09.283059,2938036422802
,2025-05-02 16:05:10.284691,2939038054283
,2025-05-02 16:05:11.286682,2940040045857
,2025-05-02 16:05:12.288251,2941041613986
,2025-05-02 16:05:13.290416,2942043779874
,2025-05-02 16:05:14.292230,2943045593966
