PRES,Date/Time,Exact Time [ns]
"[103, 167, 106, 102, 107, 103]",2025-05-02 15:34:56.358297,1125111676494
"[102, 166, 104, 102, 112, 102]",2025-05-02 15:34:57.359136,1126112508790
