PRES,Date/Time,Exact Time [ns]
[''],2025-05-02 15:51:19.482492,2108235854538
[''],2025-05-02 15:51:20.484188,2109237551074
[''],2025-05-02 15:51:21.485901,2110239264759
[''],2025-05-02 15:51:22.487526,2111240888814
[''],2025-05-02 15:51:23.489210,2112242573387
[''],2025-05-02 15:51:24.490853,2113244216905
[''],2025-05-02 15:51:25.492522,2114245884830
[''],2025-05-02 15:51:26.494143,2115247530367
[''],2025-05-02 15:51:27.495774,2116249149792
[''],2025-05-02 15:51:28.497362,2117250726477
[''],2025-05-02 15:51:29.498988,2118252363069
[''],2025-05-02 15:51:30.500586,2119253950087
[''],2025-05-02 15:51:31.502243,2120255607197
[''],2025-05-02 15:51:32.503087,2121256475400
[''],2025-05-02 15:51:33.504515,2122257879048
[''],2025-05-02 15:51:34.506099,2123259462195
[''],2025-05-02 15:51:35.507671,2124261035547
[''],2025-05-02 15:51:36.509274,2125262638435
[''],2025-05-02 15:51:37.510876,2126264239027
[''],2025-05-02 15:51:38.512448,2127265811230
[''],2025-05-02 15:51:39.514157,2128267521748
[''],2025-05-02 15:51:40.515884,2129269247433
[''],2025-05-02 15:51:41.517539,2130270916525
[''],2025-05-02 15:51:42.519166,2131272529802
[''],2025-05-02 15:51:43.520852,2132274241653
[''],2025-05-02 15:51:44.522513,2133275876597
[''],2025-05-02 15:51:45.524158,2134277522281
[''],2025-05-02 15:51:46.525760,2135279123707
[''],2025-05-02 15:51:47.527072,2136280435354
[''],2025-05-02 15:51:48.528678,2137282041428
[''],2025-05-02 15:51:49.530312,2138283683835
[''],2025-05-02 15:51:50.531977,2139285340704
[''],2025-05-02 15:51:51.533656,2140287033463
[''],2025-05-02 15:51:52.535310,2141288673277
[''],2025-05-02 15:51:53.536883,2142290246721
[''],2025-05-02 15:51:54.538466,2143291828850
[''],2025-05-02 15:51:55.540032,2144293396757
[''],2025-05-02 15:51:56.541670,2145295032960
[''],2025-05-02 15:51:57.543292,2146296655515
[''],2025-05-02 15:51:58.544875,2147298238366
[''],2025-05-02 15:51:59.546503,2148299867162
[''],2025-05-02 15:52:00.548097,2149301459347
[''],2025-05-02 15:52:01.549677,2150303040401
[''],2025-05-02 15:52:02.551292,2151304656475
[''],2025-05-02 15:52:03.552875,2152306238067
[''],2025-05-02 15:52:04.554451,2153307815400
[''],2025-05-02 15:52:05.556050,2154309413436
[''],2025-05-02 15:52:06.557629,2155310992769
[''],2025-05-02 15:52:07.559043,2156312407342
[''],2025-05-02 15:52:08.560637,2157314000157
[''],2025-05-02 15:52:09.562219,2158315582397
[''],2025-05-02 15:52:10.563839,2159317202433
[''],2025-05-02 15:52:11.565427,2160318791470
[''],2025-05-02 15:52:12.567031,2161320394821
[''],2025-05-02 15:52:13.568603,2162321965802
[''],2025-05-02 15:52:14.570177,2163323541005
[''],2025-05-02 15:52:15.571754,2164325118060
[''],2025-05-02 15:52:16.573341,2165326705318
[''],2025-05-02 15:52:17.574949,2166328313207
[''],2025-05-02 15:52:18.576526,2167329890725
[''],2025-05-02 15:52:19.578157,2168331522169
[''],2025-05-02 15:52:20.579730,2169333093390
[''],2025-05-02 15:52:21.581355,2170334717704
[''],2025-05-02 15:52:22.582952,2171336315889
[''],2025-05-02 15:52:23.584538,2172337901055
[''],2025-05-02 15:52:24.586118,2173339481369
[''],2025-05-02 15:52:25.587678,2174341041869
[''],2025-05-02 15:52:26.589262,2175342626553
[''],2025-05-02 15:52:27.590859,2176344221497
[''],2025-05-02 15:52:28.592419,2177345782404
[''],2025-05-02 15:52:29.593984,2178347348588
[''],2025-05-02 15:52:30.595557,2179348920143
[''],2025-05-02 15:52:31.597136,2180350500106
[''],2025-05-02 15:52:32.598727,2181352091494
[''],2025-05-02 15:52:33.600309,2182353672512
[''],2025-05-02 15:52:34.601878,2183355242252
[''],2025-05-02 15:52:35.603457,2184356820826
[''],2025-05-02 15:52:36.605034,2185358398029
[''],2025-05-02 15:52:37.606603,2186359966361
[''],2025-05-02 15:52:38.608188,2187361552528
[''],2025-05-02 15:52:39.609769,2188363132897
[''],2025-05-02 15:52:40.611348,2189364711712
[''],2025-05-02 15:52:41.612969,2190366332618
[''],2025-05-02 15:52:42.614540,2191367903247
[''],2025-05-02 15:52:43.616199,2192369562839
[''],2025-05-02 15:52:44.617773,2193371135746
[''],2025-05-02 15:52:45.619330,2194372694227
[''],2025-05-02 15:52:46.620906,2195374269597
[''],2025-05-02 15:52:47.622487,2196375850670
[''],2025-05-02 15:52:48.624101,2197377464540
[''],2025-05-02 15:52:49.625677,2198379041151
[''],2025-05-02 15:52:50.627242,2199380605835
[''],2025-05-02 15:52:51.628816,2200382179594
[''],2025-05-02 15:52:52.630391,2201383755241
[''],2025-05-02 15:52:53.631981,2202385345000
[''],2025-05-02 15:52:54.633555,2203386917499
[''],2025-05-02 15:52:55.635127,2204388490777
[''],2025-05-02 15:52:56.636713,2205390076332
[''],2025-05-02 15:52:57.638289,2206391652405
[''],2025-05-02 15:52:58.639908,2207393271571
[''],2025-05-02 15:52:59.641484,2208394848959
[''],2025-05-02 15:53:00.642614,2209395977774
[''],2025-05-02 15:53:01.644191,2210397571977
[''],2025-05-02 15:53:02.645881,2211399253847
[''],2025-05-02 15:53:03.647508,2212400879605
[''],2025-05-02 15:53:04.649176,2213402557475
[''],2025-05-02 15:53:05.650942,2214404313826
[''],2025-05-02 15:53:06.652609,2215405990215
[''],2025-05-02 15:53:07.654301,2216407663992
[''],2025-05-02 15:53:08.655960,2217409333380
[''],2025-05-02 15:53:09.657621,2218410994120
[''],2025-05-02 15:53:10.659327,2219412699768
[''],2025-05-02 15:53:11.660917,2220414280545
[''],2025-05-02 15:53:12.662488,2221415851507
[''],2025-05-02 15:53:13.664109,2222417473118
[''],2025-05-02 15:53:14.665685,2223419048506
[''],2025-05-02 15:53:15.667251,2224420614450
[''],2025-05-02 15:53:16.668864,2225422228079
[''],2025-05-02 15:53:17.670429,2226423792838
[''],2025-05-02 15:53:18.672125,2227425489078
[''],2025-05-02 15:53:19.673712,2228427075688
[''],2025-05-02 15:53:20.675287,2229428651484
[''],2025-05-02 15:53:21.676856,2230430219965
[''],2025-05-02 15:53:22.678423,2231431786761
[''],2025-05-02 15:53:23.680007,2232433369908
[''],2025-05-02 15:53:24.681576,2233434940130
[''],2025-05-02 15:53:25.683137,2234436501240
[''],2025-05-02 15:53:26.684705,2235438068832
[''],2025-05-02 15:53:27.686267,2236439630702
[''],2025-05-02 15:53:28.687864,2237441227553
[''],2025-05-02 15:53:29.689441,2238442804145
[''],2025-05-02 15:53:30.691014,2239444377385
[''],2025-05-02 15:53:31.692579,2240445942533
[''],2025-05-02 15:53:32.694150,2241447513199
[''],2025-05-02 15:53:33.695747,2242449109365
[''],2025-05-02 15:53:34.697309,2243450673290
[''],2025-05-02 15:53:35.698899,2244452263438
[''],2025-05-02 15:53:36.700474,2245453837437
[''],2025-05-02 15:53:37.702049,2246455412974
[''],2025-05-02 15:53:38.703683,2247457047214
[''],2025-05-02 15:53:39.705252,2248458615454
[''],2025-05-02 15:53:40.706879,2249460242083
[''],2025-05-02 15:53:41.708451,2250461814786
[''],2025-05-02 15:53:42.710020,2251463384175
[''],2025-05-02 15:53:43.711623,2252464986063
[''],2025-05-02 15:53:44.713186,2253466548859
[''],2025-05-02 15:53:45.714765,2254468128673
[''],2025-05-02 15:53:46.716330,2255469692654
[''],2025-05-02 15:53:47.718004,2256471367523
[''],2025-05-02 15:53:48.719126,2257472489282
[''],2025-05-02 15:53:49.720770,2258474133726
[''],2025-05-02 15:53:50.722344,2259475720836
[''],2025-05-02 15:53:51.724001,2260477364558
[''],2025-05-02 15:53:52.725567,2261478942687
[''],2025-05-02 15:53:53.727023,2262480385761
[''],2025-05-02 15:53:54.728587,2263481950871
[''],2025-05-02 15:53:55.730158,2264483521278
[''],2025-05-02 15:53:56.731049,2265484413148
[''],2025-05-02 15:53:57.732625,2266485988999
[''],2025-05-02 15:53:58.734215,2267487577869
[''],2025-05-02 15:53:59.735789,2268489152887
[''],2025-05-02 15:54:00.737364,2269490727293
[''],2025-05-02 15:54:01.738962,2270492325385
[''],2025-05-02 15:54:02.740534,2271493897885
[''],2025-05-02 15:54:03.742110,2272495474106
[''],2025-05-02 15:54:04.743682,2273497044958
[''],2025-05-02 15:54:05.745253,2274498616976
[''],2025-05-02 15:54:06.746834,2275500197105
[''],2025-05-02 15:54:07.748404,2276501767382
[''],2025-05-02 15:54:08.749973,2277503337233
[''],2025-05-02 15:54:09.751542,2278504905436
[''],2025-05-02 15:54:10.753115,2279506478843
[''],2025-05-02 15:54:11.754702,2280508064935
[''],2025-05-02 15:54:12.756282,2281509645175
[''],2025-05-02 15:54:13.757850,2282511213452
[''],2025-05-02 15:54:14.759431,2283512794322
[''],2025-05-02 15:54:15.761045,2284514409673
[''],2025-05-02 15:54:16.762626,2285515989376
[''],2025-05-02 15:54:17.764262,2286517625098
[''],2025-05-02 15:54:18.765829,2287519192375
[''],2025-05-02 15:54:19.767402,2288520765838
[''],2025-05-02 15:54:20.768997,2289522361430
[''],2025-05-02 15:54:21.770566,2290523930114
[''],2025-05-02 15:54:22.772160,2291525524114
[''],2025-05-02 15:54:23.773734,2292527097724
[''],2025-05-02 15:54:24.775302,2293528666205
[''],2025-05-02 15:54:25.776913,2294530276741
[''],2025-05-02 15:54:26.778496,2295531860574
[''],2025-05-02 15:54:27.780081,2296533444370
[''],2025-05-02 15:54:28.781639,2297535001703
[''],2025-05-02 15:54:29.783211,2298536574332
[''],2025-05-02 15:54:30.784770,2299538133831
[''],2025-05-02 15:54:31.786341,2300539704830
[''],2025-05-02 15:54:32.787907,2301541269885
[''],2025-05-02 15:54:33.789478,2302542842311
[''],2025-05-02 15:54:34.791025,2303544388773
[''],2025-05-02 15:54:35.792594,2304545958106
[''],2025-05-02 15:54:36.794169,2305547533031
[''],2025-05-02 15:54:37.795795,2306549158568
[''],2025-05-02 15:54:38.797370,2307550733752
[''],2025-05-02 15:54:39.798986,2308552349937
[''],2025-05-02 15:54:40.800553,2309553916455
[''],2025-05-02 15:54:41.802124,2310555487250
[''],2025-05-02 15:54:42.803737,2311557101231
[''],2025-05-02 15:54:43.805316,2312558680360
[''],2025-05-02 15:54:44.806898,2313560261489
[''],2025-05-02 15:54:45.808476,2314561839118
[''],2025-05-02 15:54:46.810038,2315563401747
[''],2025-05-02 15:54:47.811026,2316564390636
[''],2025-05-02 15:54:48.812640,2317566003691
[''],2025-05-02 15:54:49.814207,2318567571301
[''],2025-05-02 15:54:50.815768,2319569133189
[''],2025-05-02 15:54:51.817336,2320570699652
[''],2025-05-02 15:54:52.818918,2321572281985
[''],2025-05-02 15:54:53.820240,2322573621336
[''],2025-05-02 15:54:54.821948,2323575324372
[''],2025-05-02 15:54:55.823608,2324576971742
[''],2025-05-02 15:54:56.825288,2325578650630
[''],2025-05-02 15:54:57.826913,2326580277204
[''],2025-05-02 15:54:58.828582,2327581944666
[''],2025-05-02 15:54:59.830248,2328583611258
[''],2025-05-02 15:55:00.831860,2329585223795
[''],2025-05-02 15:55:01.833530,2330586894424
[''],2025-05-02 15:55:02.835306,2331588668497
[''],2025-05-02 15:55:03.836909,2332590273571
[''],2025-05-02 15:55:04.838784,2333592147811
[''],2025-05-02 15:55:05.840425,2334593788606
[''],2025-05-02 15:55:06.842063,2335595425921
[''],2025-05-02 15:55:07.843061,2336596424642
[''],2025-05-02 15:55:08.844653,2337598017345
[''],2025-05-02 15:55:09.846251,2338599614937
[''],2025-05-02 15:55:10.847842,2339601204992
[''],2025-05-02 15:55:11.849447,2340602809918
[''],2025-05-02 15:55:12.851026,2341604389139
[''],2025-05-02 15:55:13.852624,2342605987639
[''],2025-05-02 15:55:14.854221,2343607585305
[''],2025-05-02 15:55:15.855813,2344609176175
[''],2025-05-02 15:55:16.857413,2345610776544
[''],2025-05-02 15:55:17.859019,2346612382118
[''],2025-05-02 15:55:18.860609,2347613972895
[''],2025-05-02 15:55:19.862211,2348615574672
[''],2025-05-02 15:55:20.863819,2349617183412
[''],2025-05-02 15:55:21.865465,2350618829708
[''],2025-05-02 15:55:22.867058,2351620421689
[''],2025-05-02 15:55:23.868700,2352622064003
[''],2025-05-02 15:55:24.870293,2353623657854
[''],2025-05-02 15:55:25.871966,2354625329613
[''],2025-05-02 15:55:26.873564,2355626927483
[''],2025-05-02 15:55:27.875151,2356628515204
[''],2025-05-02 15:55:28.876744,2357630106241
[''],2025-05-02 15:55:29.878339,2358631703111
[''],2025-05-02 15:55:30.879947,2359633309943
[''],2025-05-02 15:55:31.881544,2360634907609
[''],2025-05-02 15:55:32.883132,2361636496405
[''],2025-05-02 15:55:33.884732,2362638094942
[''],2025-05-02 15:55:34.886335,2363639698848
[''],2025-05-02 15:55:35.887999,2364641364218
[''],2025-05-02 15:55:36.889650,2365643013884
[''],2025-05-02 15:55:37.891237,2366644600791
[''],2025-05-02 15:55:38.892799,2367646162216
[''],2025-05-02 15:55:39.894402,2368647767086
[''],2025-05-02 15:55:40.895973,2369649336641
[''],2025-05-02 15:55:41.897553,2370650917233
[''],2025-05-02 15:55:42.899123,2371652486047
[''],2025-05-02 15:55:43.900685,2372654049491
[''],2025-05-02 15:55:44.902253,2373655617861
[''],2025-05-02 15:55:45.903890,2374657253657
[''],2025-05-02 15:55:46.905477,2375658840675
[''],2025-05-02 15:55:47.907057,2376660421155
[''],2025-05-02 15:55:48.908619,2377661982562
[''],2025-05-02 15:55:49.910221,2378663585117
[''],2025-05-02 15:55:50.911820,2379665185098
[''],2025-05-02 15:55:51.913399,2380666762505
[''],2025-05-02 15:55:52.915022,2381668385597
[''],2025-05-02 15:55:53.916599,2382669963133
[''],2025-05-02 15:55:54.918183,2383671547411
[''],2025-05-02 15:55:55.919772,2384673134725
[''],2025-05-02 15:55:56.921391,2385674754780
[''],2025-05-02 15:55:57.922984,2386676348279
[''],2025-05-02 15:55:58.924594,2387677956723
[''],2025-05-02 15:55:59.926176,2388679539315
[''],2025-05-02 15:56:00.927750,2389681114703
[''],2025-05-02 15:56:01.929336,2390682700166
[''],2025-05-02 15:56:02.930910,2391684273776
[''],2025-05-02 15:56:03.932478,2392685842813
[''],2025-05-02 15:56:04.934078,2393687440590
[''],2025-05-02 15:56:05.935658,2394689020904
[''],2025-05-02 15:56:06.937236,2395690599218
[''],2025-05-02 15:56:07.938829,2396692191125
[''],2025-05-02 15:56:08.940392,2397693755754
[''],2025-05-02 15:56:09.941965,2398695328698
[''],2025-05-02 15:56:10.943549,2399696912123
[''],2025-05-02 15:56:11.945113,2400698476234
[''],2025-05-02 15:56:12.946703,2401700066492
[''],2025-05-02 15:56:13.948268,2402701630844
[''],2025-05-02 15:56:14.949838,2403703201880
[''],2025-05-02 15:56:15.951408,2404704771268
[''],2025-05-02 15:56:16.952986,2405706349564
[''],2025-05-02 15:56:17.954558,2406707921582
[''],2025-05-02 15:56:18.956200,2407709563396
[''],2025-05-02 15:56:19.957770,2408711133803
[''],2025-05-02 15:56:20.959369,2409712732914
[''],2025-05-02 15:56:21.960949,2410714312894
[''],2025-05-02 15:56:22.962538,2411715902486
[''],2025-05-02 15:56:23.964154,2412717517652
[''],2025-05-02 15:56:24.965745,2413719108744
[''],2025-05-02 15:56:25.967304,2414720666985
[''],2025-05-02 15:56:26.968896,2415722259280
[''],2025-05-02 15:56:27.970471,2416723834243
[''],2025-05-02 15:56:28.972029,2417725392353
[''],2025-05-02 15:56:29.973607,2418726971427
[''],2025-05-02 15:56:30.975192,2419728555963
[''],2025-05-02 15:56:31.976772,2420730135148
[''],2025-05-02 15:56:32.978410,2421731773629
[''],2025-05-02 15:56:33.979973,2422733336498
[''],2025-05-02 15:56:34.981534,2423734897090
[''],2025-05-02 15:56:35.983109,2424736472571
[''],2025-05-02 15:56:36.984690,2425738053608
[''],2025-05-02 15:56:37.986258,2426739620737
[''],2025-05-02 15:56:38.987836,2427741200236
[''],2025-05-02 15:56:39.989453,2428742816847
[''],2025-05-02 15:56:40.991056,2429744420068
[''],2025-05-02 15:56:41.992651,2430746014068
[''],2025-05-02 15:56:42.994295,2431747658178
[''],2025-05-02 15:56:43.995889,2432749252122
[''],2025-05-02 15:56:44.997486,2433750849825
[''],2025-05-02 15:56:45.999081,2434752444047
[''],2025-05-02 15:56:47.000680,2435754043157
[''],2025-05-02 15:56:48.002275,2436755638453
[''],2025-05-02 15:56:49.003927,2437757292230
[''],2025-05-02 15:56:50.005527,2438758892193
[''],2025-05-02 15:56:51.007125,2439760489562
[''],2025-05-02 15:56:52.008719,2440762083302
[''],2025-05-02 15:56:53.010312,2441763675339
[''],2025-05-02 15:56:54.011907,2442765270209
[''],2025-05-02 15:56:55.013495,2443766859449
[''],2025-05-02 15:56:56.015093,2444768456930
[''],2025-05-02 15:56:57.016729,2445770093133
[''],2025-05-02 15:56:58.018376,2446771740984
[''],2025-05-02 15:56:59.020021,2447773385261
[''],2025-05-02 15:57:00.021631,2448774994150
[''],2025-05-02 15:57:01.023226,2449776589556
[''],2025-05-02 15:57:02.024817,2450778179537
[''],2025-05-02 15:57:03.026392,2451779756611
[''],2025-05-02 15:57:04.027976,2452781339777
[''],2025-05-02 15:57:05.029568,2453782931517
[''],2025-05-02 15:57:06.031167,2454784530664
[''],2025-05-02 15:57:07.032763,2455786127293
[''],2025-05-02 15:57:08.034347,2456787710460
[''],2025-05-02 15:57:09.035916,2457789279496
[''],2025-05-02 15:57:10.037498,2458790860995
[''],2025-05-02 15:57:11.039080,2459792443847
[''],2025-05-02 15:57:12.040657,2460794019531
[''],2025-05-02 15:57:13.042218,2461795581827
[''],2025-05-02 15:57:14.043807,2462797170974
[''],2025-05-02 15:57:15.045390,2463798799159
[''],2025-05-02 15:57:16.047011,2464800374844
[''],2025-05-02 15:57:17.048583,2465801947232
[''],2025-05-02 15:57:18.050208,2466803571620
[''],2025-05-02 15:57:19.051818,2467805182601
[''],2025-05-02 15:57:20.053409,2468806774026
[''],2025-05-02 15:57:21.055029,2469808393285
[''],2025-05-02 15:57:22.056599,2470809962396
[''],2025-05-02 15:57:23.058159,2471811522914
[''],2025-05-02 15:57:24.059731,2472813095209
[''],2025-05-02 15:57:25.061307,2473814670246
[''],2025-05-02 15:57:26.062889,2474816252653
[''],2025-05-02 15:57:27.064454,2475817817930
[''],2025-05-02 15:57:28.066020,2476819383225
[''],2025-05-02 15:57:29.067039,2477820402799
[''],2025-05-02 15:57:30.068631,2478821995280
[''],2025-05-02 15:57:31.070214,2479823577464
[''],2025-05-02 15:57:32.071786,2480825149593
[''],2025-05-02 15:57:33.073359,2481826722130
[''],2025-05-02 15:57:34.074937,2482828300537
[''],2025-05-02 15:57:35.076514,2483829877480
[''],2025-05-02 15:57:36.078082,2484831445832
[''],2025-05-02 15:57:37.079649,2485833012757
[''],2025-05-02 15:57:38.081213,2486834576423
[''],2025-05-02 15:57:39.082808,2487836172441
[''],2025-05-02 15:57:40.084397,2488837760218
[''],2025-05-02 15:57:41.085971,2489839335421
[''],2025-05-02 15:57:42.087605,2490840968643
[''],2025-05-02 15:57:43.089181,2491842544957
[''],2025-05-02 15:57:44.090803,2492844167049
[''],2025-05-02 15:57:45.092384,2493845747567
[''],2025-05-02 15:57:46.094007,2494847370752
[''],2025-05-02 15:57:47.095565,2495848929010
[''],2025-05-02 15:57:48.097136,2496850500047
[''],2025-05-02 15:57:49.098732,2497852096954
[''],2025-05-02 15:57:50.100321,2498853685379
[''],2025-05-02 15:57:51.101989,2499855353952
[''],2025-05-02 15:57:52.103089,2500856452526
[''],2025-05-02 15:57:53.104943,2501858309247
[''],2025-05-02 15:57:54.106794,2502860157284
[''],2025-05-02 15:57:55.108512,2503861898969
[''],2025-05-02 15:57:56.110279,2504863643301
[''],2025-05-02 15:57:57.112001,2505865365264
[''],2025-05-02 15:57:58.114014,2506867378578
[''],2025-05-02 15:57:59.115752,2507869116022
[''],2025-05-02 15:58:00.117677,2508871041225
[''],2025-05-02 15:58:01.119279,2509872642854
[''],2025-05-02 15:58:02.120947,2510874310779
[''],2025-05-02 15:58:03.122571,2511875934242
[''],2025-05-02 15:58:04.124319,2512877683445
[''],2025-05-02 15:58:05.126017,2513879382129
[''],2025-05-02 15:58:06.127705,2514881068980
[''],2025-05-02 15:58:07.129369,2515882732776
[''],2025-05-02 15:58:08.131059,2516884422905
[''],2025-05-02 15:58:09.132726,2517886090201
[''],2025-05-02 15:58:10.134347,2518887711052
[''],2025-05-02 15:58:11.135954,2519889318181
[''],2025-05-02 15:58:12.137574,2520890938273
[''],2025-05-02 15:58:13.139188,2521892551661
[''],2025-05-02 15:58:14.140919,2522894284179
[''],2025-05-02 15:58:15.142637,2523896024031
[''],2025-05-02 15:58:16.144306,2524897670400
[''],2025-05-02 15:58:17.145967,2525899331437
[''],2025-05-02 15:58:18.147590,2526900954936
[''],2025-05-02 15:58:19.149202,2527902567343
[''],2025-05-02 15:58:20.150943,2528904308157
[''],2025-05-02 15:58:21.152934,2529906298546
[''],2025-05-02 15:58:22.154545,2530907908749
[''],2025-05-02 15:58:23.156338,2531909703193
[''],2025-05-02 15:58:24.158146,2532911522414
[''],2025-05-02 15:58:25.159423,2533912787932
[''],2025-05-02 15:58:26.161356,2534914719932
[''],2025-05-02 15:58:27.163141,2535916505875
[''],2025-05-02 15:58:28.165090,2536918454060
[''],2025-05-02 15:58:29.166885,2537920249207
[''],2025-05-02 15:58:30.168646,2538922009633
[''],2025-05-02 15:58:31.170402,2539923766632
[''],2025-05-02 15:58:32.172097,2540925461595
[''],2025-05-02 15:58:33.173774,2541927138761
[''],2025-05-02 15:58:34.177502,2542930920445
[''],2025-05-02 15:58:35.181618,2543934981371
[''],2025-05-02 15:58:36.183212,2544936575407
[''],2025-05-02 15:58:37.184805,2545938168277
[''],2025-05-02 15:58:38.186442,2546939805887
[''],2025-05-02 15:58:39.188129,2547941505202
[''],2025-05-02 15:58:40.189883,2548943246312
[''],2025-05-02 15:58:41.191562,2549944926404
[''],2025-05-02 15:58:42.193225,2550946589218
[''],2025-05-02 15:58:43.195159,2551948523884
[''],2025-05-02 15:58:44.197388,2552950754087
[''],2025-05-02 15:58:45.199409,2553952774142
[''],2025-05-02 15:58:46.201033,2554954397457
[''],2025-05-02 15:58:47.203078,2555956443289
[''],2025-05-02 15:58:48.205228,2556958592492
[''],2025-05-02 15:58:49.207128,2557960492733
[''],2025-05-02 15:58:50.209062,2558962705973
[''],2025-05-02 15:58:51.211346,2559964710454
[''],2025-05-02 15:58:52.213357,2560966722527
[''],2025-05-02 15:58:53.215039,2561968402934
[''],2025-05-02 15:58:54.216639,2562970002952
[''],2025-05-02 15:58:55.218516,2563971879359
[''],2025-05-02 15:58:56.220302,2564973666821
[''],2025-05-02 15:58:57.222272,2565975636561
[''],2025-05-02 15:58:58.223940,2566977304153
[''],2025-05-02 15:58:59.225600,2567978963764
[''],2025-05-02 15:59:00.227317,2568980680911
[''],2025-05-02 15:59:01.229019,2569982384188
[''],2025-05-02 15:59:02.230721,2570984084336
[''],2025-05-02 15:59:03.232410,2571985773502
[''],2025-05-02 15:59:04.234114,2572987477613
[''],2025-05-02 15:59:05.235942,2573989306279
[''],2025-05-02 15:59:06.237759,2574991130797
[''],2025-05-02 15:59:07.239554,2575992919166
[''],2025-05-02 15:59:08.241352,2576994716166
[''],2025-05-02 15:59:09.242993,2577996358332
[''],2025-05-02 15:59:10.244834,2578998208257
[''],2025-05-02 15:59:11.246552,2579999917090
[''],2025-05-02 15:59:12.248318,2581001682145
[''],2025-05-02 15:59:13.250233,2582003597755
[''],2025-05-02 15:59:14.251119,2583004483755
[''],2025-05-02 15:59:15.252927,2584006291884
[''],2025-05-02 15:59:16.254613,2585007977828
[''],2025-05-02 15:59:17.256540,2586009905142
[''],2025-05-02 15:59:18.258254,2587011617808
[''],2025-05-02 15:59:19.259151,2588012540289
[''],2025-05-02 15:59:20.260864,2589014229362
[''],2025-05-02 15:59:21.262992,2590016358417
[''],2025-05-02 15:59:22.264740,2591018105083
