PRES,Date/Time,Exact Time [ns]
,2025-05-02 16:04:07.798214,2876551606672
,2025-05-02 16:04:08.799015,2877552378709
,2025-05-02 16:04:09.800606,2878553969708
,2025-05-02 16:04:10.802337,2879555702893
,2025-05-02 16:04:11.803039,2880556402911
,2025-05-02 16:04:12.803816,2881557188262
,2025-05-02 16:04:13.805476,2882558868928
,2025-05-02 16:04:14.807277,2883560650576
,2025-05-02 16:04:15.808966,2884562330575
,2025-05-02 16:04:16.810638,2885564059797
,2025-05-02 16:04:17.812314,2886565677703
,2025-05-02 16:04:18.813999,2887567374240
,2025-05-02 16:04:19.815716,2888569080443
,2025-05-02 16:04:20.817456,2889570821109
,2025-05-02 16:04:21.819069,2890572433053
